user_id,film_id,rating,rated_at
2,100017,4,2024-08-14T17:30:00
2,159349,1,2023-05-13T04:26:00
2,128287,4,2023-11-26T17:50:00
2,141515,1,2024-12-12T15:34:00
2,189035,8,2024-10-17T10:24:00
2,204684,5,2023-01-11T19:14:00
2,121913,1,2024-01-26T15:33:00
2,33251,6,2023-03-04T07:42:00
2,5147,4,2024-09-27T23:03:00
2,7122,4,2024-06-27T05:11:00
2,151447,4,2024-12-23T11:58:00
2,27018,10,2023-12-23T11:36:00
2,97828,10,2023-10-07T15:34:00
2,76277,5,2023-08-02T02:03:00
2,133383,4,2023-01-17T15:00:00
2,66815,6,2023-03-11T22:11:00
2,98629,6,2023-01-05T18:45:00
2,7482,3,2023-09-28T11:04:00
2,96306,6,2024-10-04T10:19:00
2,79610,6,2023-03-24T13:50:00
2,144998,8,2024-03-23T17:44:00
2,4012,10,2024-04-22T18:52:00
2,66773,3,2024-05-24T22:18:00
2,132868,3,2023-12-01T22:36:00
2,148755,7,2023-03-20T10:58:00
2,136261,10,2023-11-19T03:59:00
2,3045,8,2023-06-24T02:15:00
2,202940,6,2024-03-21T02:52:00
2,133029,6,2024-01-09T06:15:00
2,4291,2,2024-05-26T03:46:00
2,83430,1,2023-07-15T23:26:00
2,177745,3,2024-08-13T11:34:00
2,100042,7,2023-08-26T18:41:00
2,130152,4,2023-08-03T01:18:00
2,175235,1,2024-05-04T02:21:00
2,185345,3,2024-03-24T02:35:00
2,1197,2,2024-10-20T15:45:00
2,196533,1,2024-11-06T19:56:00
2,127494,7,2023-01-04T10:13:00
2,194416,4,2024-12-18T23:59:00
2,115779,9,2024-11-10T09:15:00
2,8695,2,2023-07-19T17:53:00
2,155521,8,2023-01-12T00:27:00
2,98114,2,2024-11-21T19:30:00
2,131788,4,2023-01-07T05:40:00
2,172235,5,2023-08-28T03:19:00
2,3770,7,2024-08-22T08:05:00
2,141588,9,2024-03-12T12:23:00
2,6703,3,2024-01-09T14:29:00
2,137319,5,2023-05-19T01:09:00
2,136986,2,2023-11-12T17:26:00
2,119035,10,2023-09-02T12:52:00
2,139505,9,2024-09-22T15:36:00
2,149592,4,2024-05-03T12:57:00
2,164685,1,2023-02-25T14:11:00
2,58432,3,2023-04-05T01:27:00
2,7109,2,2024-04-27T20:09:00
2,177813,10,2024-06-24T02:05:00
2,202559,7,2024-09-11T08:33:00
2,154598,8,2023-12-20T18:33:00
2,141550,7,2023-07-05T04:36:00
2,199988,10,2023-02-19T03:50:00
2,175319,5,2024-07-09T12:41:00
2,88682,8,2024-01-06T08:25:00
2,26139,3,2024-01-13T10:44:00
2,169154,4,2023-12-16T08:57:00
2,133413,6,2023-06-27T09:19:00
2,92029,5,2024-12-22T03:55:00
2,180833,4,2023-05-24T14:49:00
2,138124,6,2024-12-14T19:41:00
2,89170,2,2023-08-07T13:47:00
2,149723,8,2024-01-17T05:04:00
2,174689,5,2024-03-25T16:56:00
2,198313,10,2023-03-07T06:53:00
2,150340,1,2023-01-15T01:58:00
2,156280,6,2023-05-12T14:32:00
2,71705,7,2023-11-01T07:23:00
2,184869,8,2024-03-28T15:37:00
2,96807,9,2024-06-06T08:47:00
2,171093,2,2024-01-13T01:10:00
2,171731,10,2023-04-21T07:43:00
2,180203,4,2024-11-14T16:01:00
2,129532,1,2024-03-21T05:38:00
2,861,1,2023-05-20T09:45:00
2,164495,5,2024-07-28T11:29:00
2,146760,5,2023-08-10T21:33:00
2,150864,10,2024-10-04T00:32:00
2,130830,6,2024-05-22T03:30:00
2,83225,2,2024-05-21T10:55:00
2,141034,5,2024-11-23T20:19:00
2,176843,4,2023-09-25T07:57:00
2,191423,1,2024-11-11T21:08:00
2,113492,1,2024-05-09T13:25:00
2,96960,7,2023-10-23T18:52:00
2,205405,4,2024-12-23T07:43:00
2,187961,9,2024-11-12T16:19:00
2,7398,3,2023-05-04T15:08:00
2,86802,5,2023-11-11T20:05:00
2,122009,4,2024-04-24T09:26:00
2,195263,6,2024-05-19T09:29:00
2,4205,2,2024-01-28T20:37:00
2,33928,10,2023-08-07T16:07:00
2,150308,7,2024-07-02T04:08:00
2,133272,4,2024-07-19T14:09:00
2,113989,6,2023-02-16T10:40:00
2,109353,3,2024-11-02T00:28:00
2,153726,5,2023-03-19T05:31:00
2,190185,2,2023-10-14T20:27:00
2,66506,7,2024-08-13T00:02:00
2,105144,9,2023-12-12T00:57:00
2,142895,6,2023-01-22T00:40:00
2,43684,4,2023-12-12T09:08:00
2,96110,2,2024-09-19T09:10:00
3,7398,5,2023-10-13T18:58:00
3,168216,4,2023-12-11T15:11:00
3,1474,8,2023-10-21T09:02:00
3,71114,10,2024-02-25T01:58:00
3,156663,6,2024-07-14T03:55:00
3,187733,4,2023-11-25T20:24:00
3,160444,1,2024-09-02T10:34:00
3,191,10,2023-06-17T22:14:00
3,134615,3,2023-11-24T12:28:00
3,163817,10,2023-04-14T09:50:00
3,1376,7,2023-03-11T02:30:00
3,92641,10,2023-09-13T08:05:00
3,5537,7,2024-12-05T04:30:00
3,153436,9,2023-08-13T20:36:00
3,151501,4,2023-04-03T08:49:00
3,5884,7,2024-11-19T02:07:00
3,164685,7,2024-06-12T06:20:00
3,159235,6,2023-05-06T11:39:00
3,146694,8,2023-08-02T07:12:00
3,184991,6,2023-12-28T02:07:00
3,129532,1,2023-10-05T09:00:00
3,172185,6,2023-05-15T15:01:00
3,141550,6,2023-12-18T06:13:00
3,156420,9,2024-09-16T19:46:00
3,133029,3,2023-07-19T21:33:00
3,158192,1,2024-03-02T09:12:00
3,147198,10,2024-01-15T20:00:00
3,95854,2,2024-11-09T21:54:00
3,75962,6,2023-01-10T20:24:00
3,146090,4,2024-09-23T03:57:00
3,134963,6,2024-10-18T02:11:00
3,176041,4,2024-09-23T00:02:00
3,55691,4,2024-06-16T12:47:00
3,177745,3,2023-06-22T11:22:00
3,180651,5,2023-09-09T01:40:00
3,47404,5,2024-01-18T08:14:00
3,144192,3,2024-07-22T04:05:00
3,194416,7,2023-07-08T18:09:00
3,155521,7,2024-10-11T14:34:00
3,25764,3,2023-11-05T18:34:00
3,102248,4,2023-05-23T22:57:00
3,125435,9,2023-07-25T04:41:00
3,107432,10,2023-06-03T17:34:00
3,196303,2,2023-06-27T04:46:00
3,5214,1,2024-07-14T09:28:00
3,171519,5,2023-04-04T04:11:00
3,7063,1,2024-10-19T19:14:00
3,160070,10,2023-04-22T00:22:00
3,2136,2,2024-03-17T19:30:00
3,132438,6,2023-07-16T15:08:00
3,41058,3,2023-04-02T13:48:00
3,114396,1,2024-07-08T23:42:00
3,96306,4,2023-02-06T14:55:00
3,189687,10,2024-12-11T14:56:00
3,1989,4,2024-07-25T01:38:00
3,74431,7,2024-07-20T23:36:00
3,149104,10,2023-09-04T14:29:00
3,81564,1,2023-09-18T12:47:00
3,173757,1,2024-09-25T20:03:00
3,86781,4,2024-08-13T09:49:00
3,112204,5,2024-03-14T09:39:00
3,123495,1,2023-08-27T20:28:00
3,61724,2,2023-03-25T18:57:00
3,8364,9,2023-07-14T10:28:00
3,151469,1,2023-08-19T22:57:00
3,26144,4,2024-02-09T10:44:00
3,189791,3,2023-02-04T22:28:00
3,156919,6,2023-09-23T12:46:00
3,176393,9,2023-07-18T12:02:00
3,169004,3,2024-10-28T21:55:00
3,161161,3,2023-03-06T22:03:00
3,202103,7,2024-05-24T14:18:00
3,75981,3,2023-03-07T00:39:00
3,128439,5,2023-08-16T15:34:00
3,180911,1,2024-04-07T18:42:00
3,48043,8,2024-07-15T02:38:00
3,105084,10,2023-04-18T08:39:00
3,52938,9,2023-01-06T04:03:00
3,4435,6,2023-03-28T01:42:00
3,100042,10,2024-06-03T01:06:00
3,171101,7,2023-03-22T09:39:00
3,158400,10,2023-08-24T18:23:00
3,89549,1,2023-05-11T11:57:00
3,148994,7,2023-07-27T17:04:00
3,172235,5,2024-03-04T22:55:00
3,110763,5,2024-09-14T16:13:00
3,121194,4,2023-02-19T23:40:00
3,154142,9,2023-08-24T22:38:00
3,159626,5,2024-10-28T10:16:00
3,140435,9,2024-03-20T18:31:00
3,204288,9,2024-08-26T05:56:00
3,2318,10,2023-12-10T06:00:00
3,204684,2,2023-08-21T03:47:00
3,6391,4,2024-07-02T10:22:00
3,114642,9,2023-01-21T06:44:00
3,139725,5,2024-02-10T09:32:00
3,3488,9,2024-01-04T21:21:00
3,185345,6,2024-12-19T19:01:00
3,187553,3,2023-06-27T10:59:00
3,102150,8,2024-01-21T04:30:00
3,77721,3,2024-09-11T14:50:00
3,168184,7,2023-09-10T18:46:00
3,180555,6,2023-04-19T21:21:00
3,179899,6,2023-03-09T00:21:00
3,148118,7,2023-10-20T12:11:00
3,144906,10,2023-05-23T10:45:00
3,202455,1,2024-07-03T15:56:00
3,26470,4,2024-08-27T09:13:00
3,67927,9,2024-03-04T11:50:00
3,153740,1,2023-02-15T16:01:00
3,68242,8,2023-04-11T15:46:00
3,203954,9,2024-06-05T03:52:00
3,145106,9,2023-04-24T01:29:00
3,90514,7,2023-01-10T01:43:00
3,164063,10,2023-06-15T01:06:00
3,163328,9,2024-01-19T09:40:00
3,98695,4,2024-04-07T09:17:00
3,205957,9,2024-08-22T03:17:00
3,187039,3,2023-05-04T00:39:00
3,133199,9,2023-04-18T11:35:00
4,118788,8,2024-12-26T09:57:00
4,166269,10,2023-06-22T03:53:00
4,117590,6,2023-08-15T12:30:00
4,73141,5,2024-02-25T13:51:00
4,176397,6,2023-07-21T13:05:00
4,92029,1,2024-08-22T07:41:00
4,4342,3,2024-09-21T20:33:00
4,66506,2,2024-08-14T02:58:00
4,185521,8,2024-03-05T21:57:00
4,200818,5,2023-09-14T09:36:00
4,118736,1,2023-01-17T03:32:00
4,45030,7,2024-02-15T21:46:00
4,162268,10,2024-06-09T18:05:00
4,167610,9,2023-02-24T21:29:00
4,3677,3,2023-07-02T02:26:00
4,2618,5,2024-10-24T14:48:00
4,121350,8,2024-06-28T05:13:00
4,33251,3,2023-12-20T08:55:00
4,131866,2,2024-09-01T00:25:00
4,171909,2,2023-03-21T15:29:00
4,26119,7,2024-05-20T19:23:00
4,1163,7,2024-02-05T04:00:00
4,154984,4,2023-01-23T06:54:00
4,173265,1,2023-08-21T04:41:00
4,167296,4,2024-11-28T17:12:00
4,26144,2,2024-08-05T15:27:00
4,121194,1,2023-03-05T23:44:00
4,166389,8,2024-08-01T14:37:00
4,104504,4,2023-05-19T12:03:00
4,174689,6,2023-02-21T22:27:00
4,59306,7,2024-12-19T19:46:00
4,197065,9,2024-01-16T12:31:00
4,187733,9,2024-04-23T01:33:00
4,5544,1,2024-10-11T17:04:00
4,108571,5,2024-08-04T15:39:00
4,154073,6,2024-12-14T00:10:00
4,7093,5,2023-08-12T14:14:00
4,25977,9,2023-10-22T10:58:00
4,52922,10,2024-03-10T23:45:00
4,109353,7,2024-11-21T23:23:00
4,163210,8,2023-10-07T09:44:00
4,49817,2,2024-03-06T06:10:00
4,139022,10,2024-02-26T13:31:00
4,26139,5,2023-04-18T01:01:00
4,173227,6,2024-06-22T05:11:00
4,157897,9,2023-02-11T13:07:00
4,162152,10,2023-02-18T07:31:00
4,104243,5,2024-06-25T01:49:00
4,115784,9,2024-03-28T22:55:00
4,92968,9,2023-12-02T14:51:00
4,47918,8,2023-02-26T19:39:00
4,26181,2,2023-09-04T05:40:00
4,136846,2,2023-06-06T23:18:00
4,171101,8,2024-12-28T03:09:00
4,33424,6,2024-03-04T06:28:00
4,200562,7,2023-04-27T15:21:00
4,105144,5,2023-02-09T11:45:00
4,2318,7,2024-11-22T07:09:00
4,150308,9,2024-04-05T13:26:00
4,1029,7,2024-09-26T21:23:00
4,61937,1,2024-03-25T00:45:00
4,1420,9,2023-02-11T10:25:00
4,122958,3,2024-01-13T01:42:00
4,129990,3,2023-11-23T21:56:00
4,112001,9,2024-07-13T21:44:00
4,102677,9,2024-12-24T10:58:00
4,203527,6,2023-05-17T19:58:00
4,6366,3,2024-08-21T06:56:00
4,194694,9,2024-12-12T20:25:00
4,102248,4,2024-02-02T17:21:00
4,1030,7,2023-09-18T09:13:00
4,2136,2,2024-09-11T20:10:00
4,134053,1,2023-09-19T08:15:00
4,150864,5,2024-09-04T23:03:00
4,141281,6,2024-11-17T11:07:00
4,106822,1,2023-08-10T18:47:00
4,156821,1,2024-06-08T23:37:00
4,67894,10,2023-06-10T09:42:00
4,93535,10,2023-12-13T16:47:00
4,2732,4,2023-06-17T18:12:00
4,188659,6,2024-02-05T22:27:00
4,109241,7,2023-02-02T13:56:00
4,145849,3,2024-04-15T02:23:00
4,132022,9,2024-10-18T16:49:00
4,124881,7,2024-10-16T20:27:00
4,8459,8,2024-12-14T05:09:00
4,95854,9,2023-08-23T14:08:00
4,141365,9,2023-12-07T14:30:00
4,123495,1,2023-09-12T03:38:00
4,3770,7,2023-02-12T18:18:00
4,169456,1,2023-02-12T09:23:00
4,6703,5,2024-08-01T04:09:00
4,105952,10,2024-01-10T09:13:00
4,179707,3,2024-01-04T17:22:00
4,26676,2,2023-07-16T18:19:00
4,127453,10,2024-06-26T12:30:00
4,107747,10,2023-03-17T20:29:00
4,196533,8,2024-03-28T23:20:00
4,98056,2,2024-07-08T12:21:00
4,1714,9,2023-11-15T23:17:00
4,147194,2,2023-12-01T18:40:00
4,204288,5,2023-11-18T02:12:00
4,59974,10,2023-10-17T06:48:00
4,43684,8,2023-02-22T17:11:00
4,47634,1,2024-04-08T22:53:00
4,6293,10,2024-02-26T17:38:00
4,182941,6,2024-10-02T15:55:00
4,26738,1,2024-07-06T13:01:00
4,157182,9,2024-07-09T02:07:00
4,1612,2,2023-05-05T05:16:00
4,83374,2,2023-05-14T21:10:00
4,913,1,2024-03-01T22:03:00
4,5379,5,2024-02-11T04:26:00
4,5612,6,2024-07-27T03:03:00
4,175983,4,2023-10-19T07:31:00
4,146760,9,2024-02-09T01:20:00
4,121913,8,2024-02-16T00:26:00
4,149252,4,2023-05-18T18:43:00
4,53004,2,2023-09-21T04:19:00
4,116283,10,2024-08-03T20:32:00
4,281,4,2023-06-18T05:50:00
4,112204,4,2024-09-15T01:00:00
4,163200,8,2024-11-06T00:03:00
4,134963,8,2024-10-09T21:24:00
4,164063,6,2023-10-27T16:18:00
4,185345,1,2023-12-18T18:04:00
4,92756,5,2023-07-23T03:53:00
4,179389,3,2024-07-07T19:32:00
4,3768,6,2024-11-09T22:28:00
4,3847,5,2023-11-11T10:13:00
4,42053,8,2024-01-23T04:41:00
4,153368,1,2024-01-01T21:11:00
4,98695,7,2024-07-18T02:50:00
4,99996,2,2023-11-15T21:07:00
4,202103,6,2024-10-12T12:11:00
4,140894,1,2023-08-12T06:28:00
4,52938,1,2023-12-01T08:43:00
4,86802,6,2023-02-27T19:40:00
4,177813,5,2023-04-16T11:02:00
4,97828,5,2024-12-23T19:13:00
4,66785,1,2023-11-13T03:55:00
4,26797,5,2024-03-18T06:42:00
4,160070,10,2023-02-19T04:47:00
4,96110,2,2023-05-19T07:56:00
4,143689,9,2024-04-28T21:01:00
4,146832,9,2024-11-18T14:00:00
4,8693,7,2023-06-14T13:17:00
4,195369,2,2024-08-12T16:48:00
4,6067,1,2023-01-09T13:34:00
4,127494,8,2024-01-13T06:21:00
4,168334,2,2023-12-08T22:27:00
4,47629,2,2023-04-06T10:19:00
4,4397,2,2023-01-16T13:51:00
4,76082,1,2024-05-08T03:30:00
4,90064,4,2024-01-27T10:33:00
4,186511,4,2023-10-20T14:48:00
4,174621,2,2024-10-04T02:03:00
4,76277,1,2024-06-28T22:04:00
4,71114,3,2023-08-02T09:39:00
4,130152,7,2023-02-22T01:35:00
5,160070,5,2024-09-23T07:19:00
5,1321,2,2024-07-25T10:54:00
5,4531,2,2023-02-24T07:05:00
5,197747,3,2023-02-24T09:35:00
5,199746,8,2023-07-22T16:59:00
5,78941,3,2024-08-17T21:43:00
5,209171,9,2023-07-01T19:12:00
5,149072,1,2024-12-18T23:22:00
5,109241,4,2023-10-15T05:43:00
5,175997,9,2023-03-03T11:53:00
5,148222,3,2024-01-14T15:24:00
5,61724,3,2024-02-11T21:15:00
5,187829,9,2023-05-10T15:18:00
5,4001,5,2023-01-24T20:36:00
5,5086,7,2023-05-21T16:52:00
5,117348,1,2024-10-28T15:03:00
5,187467,6,2023-10-15T10:19:00
5,52922,6,2023-01-12T23:11:00
5,182585,7,2024-01-04T13:31:00
5,149354,4,2023-09-17T04:26:00
5,131460,2,2024-01-05T21:16:00
5,92641,4,2024-07-12T09:23:00
5,196303,7,2023-09-26T08:06:00
5,160575,8,2024-03-05T11:47:00
5,123495,7,2023-06-28T22:12:00
5,80566,2,2023-05-02T04:25:00
5,135087,7,2024-01-06T21:12:00
5,59795,8,2024-02-14T15:35:00
5,91201,8,2023-06-25T12:32:00
5,161852,7,2023-02-04T00:08:00
5,204288,3,2024-09-01T21:15:00
5,55080,1,2024-07-20T23:00:00
5,144442,7,2024-05-10T15:05:00
5,156911,7,2023-10-05T23:32:00
5,108571,3,2023-05-25T03:55:00
5,109203,5,2023-11-27T13:12:00
5,140273,8,2023-12-24T16:39:00
5,99925,3,2023-10-21T20:09:00
5,59306,4,2023-03-13T01:17:00
5,155705,4,2023-07-01T19:12:00
5,187025,2,2023-07-14T16:19:00
5,88682,4,2023-06-14T15:03:00
5,96960,9,2024-11-02T09:07:00
5,96306,5,2024-05-12T22:26:00
5,3647,4,2024-01-06T01:00:00
5,33251,1,2024-04-10T15:17:00
5,133272,10,2023-07-06T08:31:00
5,203435,6,2024-05-04T03:42:00
5,131421,1,2023-06-12T23:51:00
5,136174,6,2024-04-21T08:13:00
5,4205,10,2024-02-04T04:40:00
5,80655,10,2023-01-19T20:52:00
5,168400,4,2023-12-15T03:04:00
5,151469,9,2024-05-24T15:48:00
5,130928,4,2023-01-05T06:26:00
5,53468,9,2024-09-12T11:28:00
5,124829,2,2024-02-16T13:33:00
5,165871,9,2023-03-20T08:44:00
5,141550,3,2024-01-19T01:50:00
5,198635,4,2024-08-22T17:55:00
5,6232,9,2023-03-15T16:24:00
5,184815,9,2024-07-20T08:13:00
5,60135,3,2023-03-19T06:37:00
5,4266,1,2024-09-23T23:33:00
5,1155,5,2024-04-10T22:17:00
5,6227,9,2023-03-08T01:34:00
5,185579,4,2024-01-21T04:56:00
5,5884,5,2023-05-28T01:41:00
5,136261,4,2023-09-04T00:41:00
5,92968,6,2024-06-03T22:56:00
5,90965,9,2024-12-05T13:57:00
5,7025,10,2024-06-02T20:52:00
5,186279,1,2024-04-24T08:11:00
5,102248,5,2023-09-22T18:06:00
5,189291,7,2024-11-21T19:35:00
5,3113,4,2024-04-11T08:13:00
5,180569,10,2024-03-15T07:46:00
5,879,7,2024-03-16T02:31:00
5,8387,3,2024-03-27T05:12:00
5,59846,10,2024-12-06T20:18:00
5,78713,1,2024-03-06T12:43:00
5,6901,10,2023-02-05T02:27:00
5,171909,4,2024-11-13T03:46:00
5,172783,9,2023-12-25T00:38:00
5,203441,2,2024-07-01T03:52:00
5,155521,1,2023-03-08T02:17:00
5,120490,3,2023-01-26T03:34:00
5,208259,6,2023-04-05T15:48:00
5,202950,10,2024-03-10T10:30:00
5,133233,3,2023-01-18T22:17:00
5,204928,9,2023-01-27T01:06:00
5,169154,9,2024-02-17T13:09:00
5,132022,1,2023-01-08T13:24:00
5,194416,3,2024-11-10T07:58:00
5,208443,7,2023-08-06T03:14:00
5,77414,2,2024-06-03T19:21:00
5,3380,2,2024-02-02T19:09:00
5,162152,3,2024-09-11T19:11:00
5,133712,7,2023-11-22T09:39:00
5,147198,5,2024-02-09T15:42:00
6,151641,6,2023-03-11T03:44:00
6,203222,8,2024-03-21T18:35:00
6,142020,4,2023-05-16T14:43:00
6,117312,5,2023-04-24T05:27:00
6,8695,9,2023-02-19T00:40:00
6,131866,2,2023-01-26T04:57:00
6,173713,1,2024-07-19T17:55:00
6,6073,2,2024-03-22T23:58:00
6,92968,9,2024-04-27T06:36:00
6,66295,8,2024-06-20T17:54:00
6,6067,3,2023-08-14T20:24:00
6,146090,2,2023-03-26T16:19:00
6,6293,2,2023-08-08T01:38:00
6,107432,9,2024-01-08T09:59:00
6,8387,5,2024-12-12T02:55:00
6,103241,3,2024-02-18T18:15:00
6,162668,9,2024-07-20T01:34:00
6,88452,2,2024-05-21T00:02:00
6,135856,6,2024-05-07T10:56:00
6,59426,1,2023-04-18T23:21:00
6,452,1,2023-08-03T18:57:00
6,146832,10,2023-06-03T13:38:00
6,144212,10,2023-09-16T04:17:00
6,40226,1,2023-01-16T16:14:00
6,184019,6,2024-08-10T07:01:00
6,81564,1,2023-04-18T19:55:00
6,182585,7,2023-09-16T01:24:00
6,95854,7,2023-07-23T13:35:00
6,86343,3,2023-08-04T19:57:00
6,180651,6,2024-04-11T13:58:00
6,1543,1,2023-04-03T18:00:00
6,141550,4,2024-12-25T17:36:00
6,190309,1,2023-12-08T01:04:00
6,1989,1,2023-08-06T09:02:00
6,122226,6,2024-10-21T07:18:00
6,123246,3,2024-08-22T03:42:00
6,26169,2,2023-05-18T06:31:00
6,1612,6,2023-08-23T09:23:00
6,128884,9,2024-11-08T16:57:00
6,105470,5,2024-12-18T16:06:00
6,4002,1,2024-07-23T19:31:00
6,128015,5,2023-04-05T16:14:00
6,112001,5,2023-02-12T23:52:00
6,189031,3,2023-04-23T14:41:00
6,155304,8,2023-01-16T01:17:00
6,134260,5,2024-05-27T02:03:00
6,175171,5,2024-08-01T12:24:00
6,130830,8,2023-04-07T12:11:00
6,130152,7,2023-11-10T01:34:00
6,102248,6,2023-10-25T10:59:00
6,180901,5,2023-01-11T23:53:00
6,131009,10,2024-07-26T23:59:00
6,94727,1,2023-09-13T23:59:00
6,172235,5,2024-07-19T23:36:00
6,194,9,2024-03-13T14:47:00
6,95744,4,2023-01-09T21:17:00
6,193773,2,2023-09-10T10:36:00
6,68833,7,2023-10-09T11:17:00
6,3485,5,2023-02-10T18:42:00
6,180575,6,2024-03-15T14:01:00
6,129707,8,2023-08-02T11:30:00
6,47634,9,2023-07-02T18:05:00
6,188915,5,2024-02-15T05:16:00
6,107658,5,2024-08-05T07:40:00
6,116604,3,2023-10-21T01:14:00
6,2301,2,2023-03-22T16:55:00
6,173197,8,2024-01-18T22:14:00
6,5873,1,2024-05-01T21:54:00
6,74327,6,2023-10-08T11:06:00
6,67929,2,2024-02-17T02:15:00
6,133383,4,2024-10-12T21:26:00
6,126136,2,2024-05-05T00:20:00
6,163861,10,2024-06-14T20:23:00
6,174739,8,2024-10-01T05:23:00
6,150340,1,2024-03-19T00:06:00
