user_id,film_id,added_at
50,165907,2024-07-05T10:44:00
51,146760,2024-10-11T09:52:00
51,5544,2024-09-14T07:19:00
51,169740,2024-02-17T07:11:00
51,98114,2024-01-13T21:01:00
51,208443,2023-01-20T18:32:00
51,116487,2024-06-06T22:30:00
51,123246,2024-02-20T23:45:00
54,186511,2023-11-03T20:02:00
54,103241,2024-04-20T22:59:00
54,115779,2023-02-14T20:40:00
54,190473,2023-06-17T15:22:00
54,151082,2023-05-13T00:03:00
54,131310,2023-06-07T00:00:00
54,36426,2024-12-21T16:41:00
58,122226,2023-12-05T23:46:00
58,119035,2023-12-09T09:38:00
58,6134,2024-09-23T16:31:00
58,59846,2023-12-23T18:13:00
58,83664,2024-07-15T09:40:00
58,96799,2024-09-10T22:45:00
59,198313,2024-05-22T00:40:00
59,4586,2024-06-16T00:45:00
59,105952,2023-03-10T10:35:00
59,83056,2024-03-15T15:49:00
59,152395,2023-04-01T20:22:00
59,131421,2024-07-04T17:41:00
59,3449,2023-02-12T21:23:00
59,121693,2023-04-07T09:57:00
59,197747,2023-03-07T23:44:00
60,182585,2023-10-25T23:10:00
61,1128,2023-10-11T12:11:00
61,209171,2024-10-17T06:41:00
61,1155,2024-12-19T19:43:00
61,129707,2024-07-14T13:13:00
61,160561,2024-03-10T07:34:00
61,109793,2023-12-11T21:42:00
61,68915,2023-11-07T14:26:00
61,148038,2024-06-21T00:53:00
61,138428,2024-09-08T21:19:00
61,155493,2023-05-18T06:33:00
63,175767,2023-03-16T05:11:00
63,170143,2023-02-23T15:21:00
63,26797,2024-11-23T03:14:00
63,105084,2024-09-06T15:25:00
63,149466,2024-11-14T18:40:00
63,193419,2024-02-25T15:00:00
63,129445,2024-01-20T13:13:00
63,81413,2024-07-09T00:31:00
65,6896,2024-09-16T03:51:00
65,135382,2024-11-04T07:36:00
65,194026,2023-04-10T02:32:00
65,164063,2024-09-14T23:57:00
65,197973,2024-05-28T05:16:00
65,25977,2024-10-26T01:20:00
65,61937,2024-11-10T02:27:00
66,1029,2023-08-26T01:22:00
66,141365,2024-05-25T07:14:00
67,135599,2024-11-04T03:10:00
67,187039,2024-10-06T04:11:00
67,191331,2023-01-16T09:09:00
69,180911,2024-04-06T20:22:00
69,145871,2024-10-22T08:18:00
69,202455,2024-01-28T04:32:00
69,5214,2024-06-21T16:55:00
69,77721,2023-01-04T08:19:00
70,163861,2023-10-23T23:40:00
70,133199,2024-11-10T01:15:00
71,181287,2023-04-22T23:11:00
71,133535,2024-05-23T18:41:00
71,67929,2024-08-06T13:32:00
71,125435,2024-08-05T01:24:00
71,165229,2024-07-05T15:20:00
71,2301,2024-05-12T17:23:00
72,181287,2023-06-04T17:21:00
72,4366,2023-08-18T15:23:00
72,116604,2023-05-07T19:07:00
72,59306,2024-09-17T20:16:00
72,4664,2024-08-06T15:40:00
72,47404,2024-01-26T01:55:00
72,190553,2023-03-02T19:46:00
72,67929,2024-06-07T18:14:00
73,123951,2024-02-03T20:32:00
73,155308,2024-08-04T00:30:00
73,76277,2023-06-10T21:47:00
73,189687,2023-04-24T00:13:00
73,53468,2024-11-26T08:49:00
73,66506,2023-03-16T10:59:00
73,165229,2023-02-27T14:06:00
73,181229,2024-12-03T11:13:00
73,5596,2024-02-10T16:56:00
73,96960,2024-05-05T15:01:00
74,88682,2023-12-12T22:03:00
74,41058,2024-11-25T07:21:00
74,168760,2024-04-23T13:52:00
74,187039,2024-09-26T14:45:00
74,164616,2023-08-10T14:22:00
74,194318,2024-09-16T22:26:00
76,86635,2023-08-07T09:07:00
76,93455,2023-12-25T05:28:00
77,89607,2023-02-16T21:09:00
77,141034,2024-07-15T11:01:00
77,125029,2023-11-09T07:45:00
77,197973,2024-03-21T16:42:00
77,160444,2024-12-16T00:28:00
77,66815,2024-03-22T08:14:00
77,3847,2023-09-22T00:23:00
77,26002,2023-12-20T11:26:00
77,123258,2023-02-07T01:59:00
77,168214,2023-06-20T02:48:00
78,102677,2023-03-23T10:37:00
78,6073,2023-07-24T23:53:00
78,188551,2023-05-20T15:05:00
78,194536,2024-06-23T02:12:00
78,147172,2024-06-03T16:57:00
78,165051,2023-08-14T02:51:00
78,8668,2024-08-20T13:32:00
78,146832,2023-01-01T04:21:00
80,161161,2024-03-02T17:47:00
80,116487,2023-04-28T14:51:00
80,152597,2024-09-04T12:34:00
81,102677,2024-02-18T15:22:00
81,107747,2024-10-26T09:13:00
84,72936,2024-04-26T00:57:00
84,7986,2023-01-07T21:45:00
84,131341,2023-04-23T01:26:00
84,55577,2024-11-08T09:08:00
84,204236,2024-03-27T22:42:00
84,165229,2023-11-27T07:54:00
84,189225,2024-11-11T23:26:00
84,171729,2024-07-01T10:07:00
85,163200,2023-12-02T08:38:00
85,6795,2023-11-24T02:53:00
85,7482,2024-12-22T07:57:00
85,201108,2024-11-21T23:51:00
85,123495,2024-11-09T15:45:00
85,38061,2023-03-12T02:48:00
87,63237,2023-02-14T21:48:00
87,139950,2023-08-12T08:09:00
87,102248,2024-10-19T07:56:00
88,89137,2023-11-01T20:10:00
88,180833,2023-10-16T20:20:00
88,120490,2023-07-21T11:10:00
88,205283,2023-01-13T10:17:00
88,69521,2023-05-03T23:52:00
89,120490,2024-12-21T11:43:00
89,7398,2023-11-22T22:23:00
89,128886,2023-08-12T12:05:00
89,6293,2023-01-10T23:46:00
89,167296,2024-07-18T12:24:00
90,122958,2024-05-10T08:57:00
90,203222,2023-11-12T08:46:00
90,152597,2024-06-27T09:15:00
90,122956,2024-11-24T20:56:00
90,3770,2023-11-03T21:13:00
90,171729,2024-10-02T01:58:00
90,135856,2023-03-21T06:46:00
90,143547,2024-01-03T18:39:00
93,180911,2024-03-12T20:11:00
93,77414,2023-04-17T03:08:00
93,153368,2024-09-04T17:18:00
93,2136,2023-02-05T17:00:00
93,105470,2024-07-24T02:07:00
93,206955,2024-08-14T13:27:00
93,150334,2024-12-17T21:40:00
93,7208,2023-03-13T12:11:00
93,1128,2023-05-11T22:32:00
93,116927,2023-05-20T10:12:00
94,166389,2024-02-26T06:10:00
94,188489,2023-08-14T14:12:00
94,153897,2024-03-01T14:49:00
94,169740,2024-05-17T03:08:00
94,162128,2023-08-07T22:34:00
94,5147,2024-01-18T01:42:00
94,152812,2024-03-20T18:24:00
95,163210,2023-06-13T14:34:00
95,144998,2024-11-20T20:12:00
95,204236,2024-03-01T18:08:00
95,98695,2024-09-03T22:22:00
95,78585,2024-04-23T20:22:00
95,148212,2023-01-09T16:21:00
95,179707,2023-02-26T14:17:00
95,131788,2024-01-23T11:10:00
95,3106,2023-07-07T13:45:00
95,59387,2023-02-27T16:49:00
96,147198,2024-02-09T20:33:00
96,42602,2024-12-22T08:18:00
97,98114,2023-04-28T02:29:00
100,128439,2024-06-08T22:26:00
100,166482,2023-03-19T16:28:00
100,209171,2024-07-17T22:02:00
104,118800,2023-12-08T15:39:00
104,133199,2024-11-21T20:21:00
104,130874,2023-12-12T22:28:00
104,131417,2023-03-17T07:04:00
104,154262,2023-03-01T21:29:00
104,52668,2024-06-23T16:56:00
104,4012,2023-03-14T03:03:00
104,141588,2024-01-06T13:09:00
104,5598,2024-04-18T14:21:00
107,179023,2023-03-03T08:11:00
107,26090,2024-01-22T15:01:00
107,8374,2023-12-16T14:48:00
107,180911,2024-06-20T12:04:00
107,105952,2024-06-25T21:18:00
107,205283,2024-01-06T16:03:00
107,190185,2023-01-08T11:45:00
107,59426,2023-02-06T09:32:00
107,7398,2024-11-15T15:36:00
107,235,2023-06-04T15:20:00
108,208443,2024-09-25T04:58:00
108,199267,2024-09-19T15:06:00
109,160545,2024-03-25T23:46:00
109,147198,2024-02-15T08:29:00
109,194254,2023-10-11T19:32:00
109,83,2023-08-15T00:28:00
109,133541,2024-08-28T18:06:00
109,117590,2024-12-08T08:38:00
109,144914,2023-01-04T14:14:00
109,2301,2023-03-26T13:28:00
109,76082,2024-04-25T14:27:00
111,47918,2023-12-24T23:54:00
111,201176,2023-09-13T15:49:00
111,160187,2024-10-04T21:55:00
111,180879,2023-10-15T02:59:00
111,4435,2023-06-02T06:01:00
111,74431,2024-01-16T04:03:00
111,130928,2024-11-28T05:01:00
117,26813,2023-11-17T04:17:00
117,94727,2024-03-08T10:48:00
117,61724,2023-07-10T22:32:00
117,8120,2024-06-03T23:59:00
117,4400,2023-11-05T14:54:00
119,5612,2024-11-20T02:47:00
119,48043,2024-01-26T06:27:00
119,158489,2024-05-04T13:15:00
119,174705,2023-08-04T19:41:00
119,161674,2024-01-01T07:27:00
119,7079,2023-12-07T19:16:00
120,124829,2024-05-14T10:28:00
120,159771,2023-02-06T07:06:00
120,58432,2023-08-27T17:31:00
120,78442,2024-08-18T07:12:00
120,173197,2024-08-09T18:55:00
121,165229,2023-02-25T07:42:00
121,27603,2024-06-15T02:00:00
121,123495,2024-04-09T21:11:00
121,104504,2024-05-14T19:19:00
121,148994,2024-01-18T11:43:00
121,204928,2024-02-08T08:37:00
121,144998,2024-01-10T13:25:00
121,140435,2023-01-08T12:43:00
121,134963,2023-08-16T09:27:00
122,203954,2024-09-14T12:53:00
123,77,2023-06-12T17:40:00
123,163545,2023-06-19T07:39:00
123,2618,2023-07-05T23:58:00
125,98629,2024-04-07T05:33:00
125,165051,2023-05-01T05:36:00
125,4205,2024-07-05T18:57:00
128,160122,2023-02-14T12:27:00
128,201176,2023-04-15T09:26:00
128,141588,2024-11-03T12:49:00
128,72380,2023-02-04T21:14:00
128,185579,2023-04-24T01:15:00
128,4435,2023-11-26T14:06:00
128,39896,2024-10-03T14:51:00
128,139505,2024-05-24T07:06:00
128,26464,2023-06-17T08:57:00
128,149104,2023-10-02T01:42:00
130,84293,2024-05-05T21:20:00
130,121913,2024-06-07T22:46:00
130,26704,2024-01-12T03:18:00
130,134657,2023-06-13T16:26:00
130,94314,2024-12-24T23:42:00
130,165871,2024-08-05T08:12:00
130,132438,2024-09-22T11:41:00
131,194070,2023-08-18T18:33:00
131,184851,2023-05-06T05:02:00
131,196303,2023-09-25T00:35:00
131,145612,2023-08-23T02:55:00
131,148062,2024-03-23T11:17:00
131,25996,2024-08-23T15:56:00
131,206403,2023-04-24T09:47:00
131,101938,2023-07-14T03:32:00
131,168568,2024-03-04T04:50:00
131,5596,2024-01-17T00:04:00
132,147952,2023-03-03T08:58:00
133,27018,2024-10-21T10:48:00
133,1553,2024-11-02T04:56:00
133,122958,2023-07-02T15:34:00
133,154598,2023-12-11T21:21:00
133,26139,2023-03-22T19:20:00
133,61937,2024-08-04T06:43:00
133,77,2023-08-03T22:00:00
133,194694,2024-12-12T18:35:00
133,199267,2024-01-27T22:17:00
134,57357,2024-10-25T02:44:00
135,173757,2023-01-28T05:40:00
135,34469,2023-11-24T18:59:00
135,144192,2024-04-27T01:24:00
135,166482,2024-06-21T21:27:00
136,144212,2024-05-22T11:48:00
136,121350,2023-12-06T17:37:00
136,6901,2023-04-16T19:15:00
136,4366,2023-02-18T14:21:00
136,173265,2023-02-11T10:31:00
136,193459,2024-07-06T01:02:00
136,68242,2023-12-10T22:25:00
137,81142,2023-11-02T06:03:00
137,153424,2024-06-02T18:16:00
137,124374,2023-08-08T06:41:00
137,204584,2024-02-24T14:50:00
137,4291,2023-11-26T13:43:00
137,141550,2023-07-01T01:01:00
137,153740,2023-10-08T07:42:00
137,54972,2024-12-09T00:28:00
137,90947,2024-10-18T04:41:00
138,149252,2023-06-26T08:02:00
138,155493,2024-03-15T17:25:00
138,165907,2024-12-15T18:34:00
138,92894,2024-02-11T15:05:00
138,27731,2023-01-21T14:14:00
138,1128,2024-04-12T04:28:00
138,5278,2024-12-03T06:32:00
138,203483,2023-02-08T15:20:00
138,180555,2024-09-22T08:47:00
139,185345,2023-07-22T02:44:00
139,184019,2023-07-17T17:06:00
139,173065,2023-10-16T11:47:00
139,6098,2023-04-03T19:53:00
139,851,2023-09-01T07:45:00
139,90064,2023-01-01T00:55:00
139,154073,2024-12-14T20:41:00
139,134214,2024-10-22T18:54:00
139,156911,2023-08-18T15:48:00
139,74431,2024-03-06T01:30:00
142,55343,2023-12-18T12:38:00
142,83430,2023-05-01T02:29:00
142,149678,2023-01-10T10:53:00
142,86781,2024-03-17T10:07:00
142,26529,2023-04-17T04:58:00
142,5147,2024-02-10T23:55:00
142,7482,2024-04-28T05:11:00
142,130648,2023-01-01T21:41:00
142,147172,2024-04-06T13:40:00
143,92894,2024-04-04T14:33:00
144,144906,2023-12-25T04:21:00
144,80097,2024-12-01T14:33:00
144,126136,2023-12-03T07:19:00
144,141357,2023-04-23T08:29:00
144,125295,2023-07-06T03:53:00
144,187467,2023-11-20T16:09:00
144,200818,2023-03-21T20:33:00
145,171731,2023-09-18T10:32:00
145,2493,2023-02-02T23:32:00
145,174621,2024-05-25T08:03:00
145,168016,2023-04-10T19:12:00
145,144442,2024-02-07T03:13:00
145,70571,2024-05-04T17:22:00
145,86802,2024-04-01T16:47:00
145,116487,2023-02-10T19:01:00
145,5884,2023-03-06T09:37:00
148,163817,2023-02-22T18:58:00
148,148994,2024-06-17T12:56:00
148,5549,2023-03-16T21:15:00
148,155521,2023-11-28T15:18:00
148,193801,2023-06-08T02:06:00
148,198009,2024-08-17T13:48:00
148,181287,2023-06-16T10:17:00
149,148634,2023-09-20T21:29:00
149,88814,2024-01-13T21:02:00
149,179899,2023-10-12T18:55:00
149,59846,2023-06-11T08:05:00
149,5596,2024-03-27T22:05:00
149,203527,2024-11-08T15:22:00
149,160122,2023-09-26T08:45:00
149,912,2023-11-08T14:02:00
149,175319,2024-11-25T06:46:00
150,136986,2024-08-22T16:09:00
150,8695,2024-05-12T02:33:00
150,7369,2023-10-04T20:19:00
150,129445,2024-04-10T23:33:00
150,80655,2023-09-17T04:43:00
150,80748,2024-10-27T10:19:00
150,148486,2024-01-13T09:28:00
151,118800,2024-07-18T19:56:00
151,188489,2024-03-17T23:13:00
151,158441,2024-09-02T09:26:00
152,197973,2023-12-13T04:02:00
152,184991,2023-09-13T03:36:00
153,194026,2024-01-19T18:08:00
153,172783,2024-04-18T03:21:00
153,168760,2023-03-01T21:49:00
153,129990,2023-01-24T08:56:00
153,96110,2024-03-15T18:34:00
153,187603,2023-05-08T18:45:00
155,195263,2023-07-10T16:52:00
155,165907,2024-08-21T20:23:00
155,153368,2023-05-15T17:26:00
155,144442,2023-11-21T06:34:00
155,183717,2024-12-11T03:13:00
155,49817,2023-07-21T09:07:00
155,118788,2024-06-25T22:32:00
155,99243,2024-07-13T23:43:00
155,126719,2024-03-20T12:39:00
155,148486,2024-05-08T17:32:00
156,168760,2024-02-05T14:13:00
156,101938,2024-07-22T20:33:00
156,100042,2023-07-13T19:59:00
156,156919,2024-08-20T15:39:00
156,160187,2023-05-09T10:02:00
156,191,2023-09-14T16:47:00
156,156280,2024-06-22T11:25:00
159,26317,2023-05-24T00:32:00
159,144906,2023-07-11T05:44:00
159,1128,2023-07-27T14:53:00
159,149723,2024-12-28T14:13:00
159,121194,2023-03-08T05:38:00
159,2540,2023-09-05T09:36:00
160,153424,2023-07-27T15:02:00
160,107747,2023-07-28T07:40:00
160,167610,2023-09-06T03:58:00
160,187611,2023-03-02T21:02:00
163,154262,2023-11-12T08:49:00
163,102972,2024-10-17T06:36:00
163,92029,2023-08-17T03:53:00
165,1553,2023-09-28T11:07:00
165,205405,2024-07-22T23:41:00
165,75981,2023-02-20T22:19:00
165,194416,2024-11-16T05:45:00
165,187467,2023-07-03T11:50:00
166,120252,2024-03-10T02:31:00
166,141515,2024-09-17T22:11:00
166,52668,2023-11-01T03:04:00
166,180555,2024-09-20T23:11:00
167,62237,2023-10-19T00:42:00
167,102677,2023-07-04T10:24:00
167,3560,2024-10-06T23:25:00
167,169528,2024-11-27T16:04:00
167,143689,2023-01-02T13:01:00
167,163861,2024-06-20T01:55:00
167,184869,2023-10-21T02:17:00
167,155705,2024-07-26T11:29:00
167,185149,2023-09-07T08:37:00
167,201656,2023-09-05T08:50:00
169,168760,2023-03-06T07:59:00
169,187483,2023-07-14T14:54:00
169,99925,2023-12-19T19:54:00
169,162128,2023-09-03T07:19:00
169,90907,2024-09-20T07:56:00
169,6901,2024-12-11T05:39:00
169,26686,2023-04-20T04:24:00
169,142268,2023-10-06T01:26:00
169,144838,2023-04-17T09:38:00
169,180469,2023-06-16T02:31:00
170,47404,2023-02-08T02:12:00
170,4615,2024-06-06T04:30:00
170,34469,2023-11-11T10:38:00
170,117348,2024-12-05T19:21:00
170,147934,2024-04-04T08:22:00
170,79134,2023-07-12T21:40:00
170,187483,2023-03-25T18:27:00
171,172783,2024-09-07T02:06:00
171,200604,2024-03-13T00:35:00
171,144906,2023-09-23T23:59:00
171,150974,2024-06-15T08:47:00
172,151082,2023-07-13T09:32:00
172,1030,2024-06-10T02:16:00
172,1484,2024-01-22T06:10:00
172,160122,2024-05-28T09:57:00
172,131341,2023-09-18T18:46:00
172,156821,2024-10-17T03:51:00
172,146188,2024-08-09T03:31:00
172,34540,2023-05-07T15:15:00
172,78585,2023-02-26T05:56:00
172,61937,2024-09-21T23:35:00
175,66773,2024-03-19T20:08:00
175,141515,2024-03-12T01:51:00
175,4893,2024-05-22T05:01:00
175,154796,2023-09-11T17:26:00
175,6901,2024-01-11T15:08:00
175,143689,2023-05-24T06:33:00
175,177745,2023-08-15T19:11:00
175,104843,2023-10-24T04:02:00
175,144770,2023-11-14T23:57:00
175,205283,2024-01-12T05:34:00
177,205283,2023-05-26T23:37:00
177,157536,2023-11-17T14:02:00
178,95854,2023-11-12T18:17:00
178,141886,2024-10-28T06:29:00
178,3449,2024-08-22T10:56:00
178,77721,2024-08-11T06:17:00
178,135599,2023-11-25T07:49:00
178,103614,2023-03-12T06:13:00
178,166171,2024-09-16T01:35:00
179,129532,2023-10-05T15:52:00
180,131876,2024-02-03T06:17:00
180,78713,2024-10-14T15:15:00
180,115784,2024-12-13T19:20:00
180,26470,2024-12-05T06:09:00
180,187829,2024-03-03T23:00:00
180,144914,2023-08-18T03:54:00
180,191293,2023-09-18T15:02:00
180,105470,2023-01-20T00:25:00
180,187733,2024-04-05T22:01:00
182,155308,2024-10-17T11:07:00
182,190769,2023-09-21T20:30:00
182,179899,2024-11-09T13:50:00
182,165871,2024-04-04T08:55:00
182,161674,2024-10-04T23:22:00
183,2136,2024-10-23T15:56:00
183,7107,2023-08-16T15:29:00
183,26797,2023-03-14T01:40:00
183,150308,2024-03-28T20:41:00
183,187611,2024-08-10T09:22:00
183,83225,2023-08-22T10:42:00
183,98114,2024-11-08T23:34:00
184,133535,2023-04-19T09:19:00
184,135382,2024-10-07T01:35:00
184,175183,2024-02-20T01:55:00
184,166171,2023-05-08T08:10:00
184,114642,2024-06-23T22:46:00
186,196303,2023-06-19T13:36:00
186,179873,2023-02-22T04:23:00
186,71114,2024-01-04T01:24:00
186,6172,2023-12-20T12:47:00
186,180833,2023-02-03T07:47:00
186,169154,2024-01-25T21:42:00
186,171093,2023-07-25T17:21:00
186,144914,2023-04-16T12:39:00
188,156280,2024-05-01T00:46:00
188,6366,2023-09-28T20:31:00
189,4893,2024-07-04T12:22:00
189,169528,2024-05-25T13:36:00
189,132022,2024-10-11T22:33:00
189,141203,2023-06-02T05:44:00
189,204584,2023-12-09T13:27:00
189,193459,2024-04-28T13:42:00
190,1740,2024-04-04T11:52:00
190,131310,2023-01-05T14:43:00
190,206403,2024-06-02T19:46:00
190,158400,2024-09-16T13:44:00
190,122009,2023-12-06T23:43:00
191,168016,2023-12-21T05:33:00
191,191,2024-12-16T15:34:00
191,189081,2023-03-04T04:00:00
191,63237,2024-03-16T02:02:00
193,187467,2023-06-01T14:18:00
193,71114,2024-08-16T03:30:00
193,173265,2023-02-25T01:51:00
193,106822,2024-06-02T15:16:00
193,5147,2024-04-08T05:10:00
193,195369,2023-11-15T13:39:00
193,175619,2024-12-25T18:50:00
193,196533,2024-09-13T11:37:00
195,1474,2023-01-10T19:06:00
195,149354,2023-04-26T06:26:00
195,138428,2023-09-02T11:04:00
195,39896,2023-10-11T04:15:00
195,135087,2023-04-01T06:44:00
195,204928,2023-05-10T04:22:00
195,121277,2023-07-25T02:30:00
195,206955,2023-01-21T19:16:00
